,Symbol,Total Return (%),CAGR (%),Expected Return (%),Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Ulcer Index,Recovery Factor,VaR (95%) (%),CVaR (95%) (%),Win Rate (%),Profit Factor,Gain to Pain Ratio,Tail Ratio,Kelly Criterion,Best Day (%),Worst Day (%),Skewness,Kurtosis,Final Equity
BTCUSDT,BTCUSDT,0.3,202.77,0.001,0.36,1.067,20.466,12196.851,0.02,0.0002,18.15,-0.03,-0.03,50.0,19.148,18.148,,0.474,0.32,-0.02,16.869,285.428,10030.17
