timestamp,symbol,type,side,contracts,price,notional,leverage,margin,fee,rate,payment,pnl
2024-01-01T00:00:00+00:00,BTCUSDT,open,buy,0.09793906746690985,42437.1,4156.25,1.0,4156.25,1.6625,,,
2024-01-01T00:00:00+00:00,ETHUSDT,open,buy,1.4647479088095663,2289.92,3354.1555313412023,1.0,3354.1555313412023,1.341662212536481,,,
2024-01-01T00:00:00+00:00,BTCUSDT,funding,,,,4156.25,,,,0.00037409,1.5548115624999999,
2024-01-01T00:00:00+00:00,ETHUSDT,funding,,,,3354.1555313412023,,,,0.00027858,0.9344006479210322,
2024-01-01T00:20:00+00:00,SOLUSDT,open,sell,10.176474686665705,102.291,1040.9617721737216,1.0,1040.9617721737216,0.41638470886948864,,,
2024-01-01T08:00:00+00:00,BTCUSDT,funding,,,,4161.9108780995875,,,,0.00027213,1.1325808072572408,
2024-01-01T08:00:00+00:00,ETHUSDT,funding,,,,3348.7213165995186,,,,0.00031096,1.0413183806097863,
2024-01-01T08:00:00+00:00,SOLUSDT,funding,,,,1045.0018326243278,,,,0.00032989,-0.3447356545644395,
2024-01-01T16:00:00+00:00,BTCUSDT,funding,,,,4191.8116753972345,,,,0.00033601,1.4084906410502247,
2024-01-01T16:00:00+00:00,ETHUSDT,funding,,,,3390.8181714987054,,,,0.00043011,1.458424803743308,
2024-01-01T16:00:00+00:00,SOLUSDT,funding,,,,1080.4668469073579,,,,0.00051477,-0.5561919187825006,
2024-01-02T00:00:00+00:00,BTCUSDT,funding,,,,4342.71619055025,,,,0.00065846,2.8595049028297175,
2024-01-02T00:00:00+00:00,ETHUSDT,funding,,,,3444.633009668369,,,,0.00053505,1.843050891823061,
2024-01-02T00:00:00+00:00,SOLUSDT,funding,,,,1113.8762133036814,,,,0.00057513,-0.6406236265573463,
2024-01-02T08:00:00+00:00,BTCUSDT,funding,,,,4453.426512414845,,,,0.00035179,1.5666709128024183,
2024-01-02T08:00:00+00:00,ETHUSDT,funding,,,,3501.831415507382,,,,0.0005124,1.7943384173059826,
2024-01-02T08:00:00+00:00,SOLUSDT,funding,,,,1164.1683512051832,,,,0.00046798,-0.5448075049970016,
2024-01-02T16:00:00+00:00,BTCUSDT,funding,,,,4435.591808229121,,,,0.0005373,2.3832434785615066,
2024-01-02T16:00:00+00:00,ETHUSDT,funding,,,,3454.85695007186,,,,0.00063801,2.2042332827153475,
2024-01-02T16:00:00+00:00,SOLUSDT,funding,,,,1116.3694496019143,,,,0.00096801,-1.0806567909091491,
2024-01-03T00:00:00+00:00,BTCUSDT,funding,,,,4406.14153064182,,,,0.00021159,0.9322954864685028,
2024-01-03T00:00:00+00:00,ETHUSDT,funding,,,,3454.476115615569,,,,0.00028538,0.9858383938743711,
2024-01-03T00:00:00+00:00,SOLUSDT,funding,,,,1090.480497999037,,,,0.00032289,-0.352105247998909,
2024-01-03T08:00:00+00:00,BTCUSDT,funding,,,,4414.22150370784,,,,0.00017123,0.7558471480798935,
2024-01-03T08:00:00+00:00,ETHUSDT,funding,,,,3464.348516520946,,,,0.00024384,0.8447467422684675,
2024-01-03T08:00:00+00:00,SOLUSDT,funding,,,,1097.146088918803,,,,0.00013468,-0.1477636352555844,
2024-01-03T16:00:00+00:00,BTCUSDT,funding,,,,4258.831379264841,,,,0.0001,0.42588313792648413,
2024-01-03T16:00:00+00:00,ETHUSDT,funding,,,,3286.3669981214953,,,,0.0001,0.32863669981214955,
2024-01-03T16:00:00+00:00,SOLUSDT,funding,,,,1035.1306521782622,,,,0.0001,-0.10351306521782622,
2024-01-04T00:00:00+00:00,BTCUSDT,funding,,,,4194.994695089909,,,,0.0001,0.419499469508991,
2024-01-04T00:00:00+00:00,ETHUSDT,funding,,,,3235.218001145865,,,,0.0001,0.32352180011458653,
2024-01-04T00:00:00+00:00,SOLUSDT,funding,,,,1001.4159915413387,,,,0.0001,-0.10014159915413387,
2024-01-04T08:00:00+00:00,BTCUSDT,funding,,,,4199.54886172712,,,,0.0001,0.41995488617271204,
2024-01-04T08:00:00+00:00,ETHUSDT,funding,,,,3259.5621113902803,,,,0.0001,0.32595621113902806,
2024-01-04T08:00:00+00:00,SOLUSDT,funding,,,,1009.0381710816513,,,,0.0001,-0.10090381710816514,
2024-01-04T16:00:00+00:00,BTCUSDT,funding,,,,4309.4169076115,,,,0.0001,0.4309416907611501,
2024-01-04T16:00:00+00:00,ETHUSDT,funding,,,,3332.2868450626747,,,,0.0001,0.33322868450626747,
2024-01-04T16:00:00+00:00,SOLUSDT,funding,,,,1047.9428338087744,,,,0.0001,-0.10479428338087744,
2024-01-05T08:00:00+00:00,BTCUSDT,funding,,,,4291.768287653963,,,,0.0001,0.4291768287653963,
2024-01-05T08:00:00+00:00,ETHUSDT,funding,,,,3303.314131426422,,,,0.0001,0.33033141314264225,
2024-01-05T08:00:00+00:00,SOLUSDT,funding,,,,1033.003768968749,,,,0.0001,-0.10330037689687491,
2024-01-05T16:00:00+00:00,BTCUSDT,funding,,,,4263.982974213601,,,,0.0001,0.4263982974213601,
2024-01-05T16:00:00+00:00,ETHUSDT,funding,,,,3265.5382828582233,,,,0.0001,0.32655382828582236,
2024-01-05T16:00:00+00:00,SOLUSDT,funding,,,,999.8996968130255,,,,0.0001,-0.09998996968130255,
2024-01-06T00:00:00+00:00,BTCUSDT,funding,,,,4322.2469254496655,,,,0.0001,0.4322246925449666,
2024-01-06T00:00:00+00:00,ETHUSDT,funding,,,,3324.0842567733416,,,,0.0001,0.3324084256773342,
2024-01-06T00:00:00+00:00,SOLUSDT,funding,,,,1014.217996697164,,,,0.0001,-0.10142179966971641,
2024-01-06T08:00:00+00:00,BTCUSDT,funding,,,,4270.446952666417,,,,0.0001,0.42704469526664174,
2024-01-06T08:00:00+00:00,ETHUSDT,funding,,,,3268.7753757366927,,,,0.0001,0.3268775375736693,
