equity
9999.768221050976
9999.903366747143
9997.566136041703
9998.409470897404
9986.996396427565
9991.895447269586
9997.234060773044
9987.379199907235
9971.825660337152
9971.546060008948
9961.608551571353
9954.403192403384
9976.003810185022
9965.448241822849
9940.606830972592
9958.023022087133
9974.346431460215
9958.763321736715
9936.025748649967
10031.847689242675
10042.899663267908
9956.602946905496
9964.713650247215
9970.048330113184
9908.062594573781
9903.889103298123
9865.081984009088
9930.47242597939
9923.217305083623
9982.11250129724
10004.392880833062
10073.639492997634
10315.484012183853
10265.663840312835
10182.308125975058
10159.457206745785
10156.767885710206
10307.772971910948
10330.812410427872
10271.46620310014
10391.75970710014
10591.82460310014
11075.47726610014
11251.277601100139
11550.887426100138
11489.062282100138
12092.438296100141
11944.43708810014
12016.858584100139
11582.368450810205
11707.558977578707
11429.501191817357
11443.671309515557
11570.467693894245
11400.69004822621
11191.431471364915
10923.464786250157
11214.926006210033
11393.302757002326
11127.60411821463
10997.925877614332
10996.436521992333
11077.949462000977
11117.327816043457
11113.454303559603
11118.188066429731
11132.878505429731
11159.95127642973
11123.21246750421
11193.296175925225
11184.497388749838
11111.125795156571
11128.32809999472
11128.178738014718
11048.469317664692
11084.176721159398
11078.484309051888
11056.063892335811
10807.387614180765
10943.740459309825
11018.145138587939
11091.129963557985
11252.53468535842
11103.067981125703
11086.742394656816
11066.956918606233
11073.344396382934
11065.631506382933
11086.215296729562
11117.277710995839
11051.853844824707
11087.989822640458
11020.058642807871
11024.020789807872
