,Symbol,Total Return (%),CAGR (%),Expected Return (%),Volatility (%),Final Equity,Sharpe Ratio,Max Drawdown (%),Ulcer Index,Sortino Ratio,Calmar Ratio,Recovery Factor,VaR (95%) (%),CVaR (95%) (%),Win Rate (%),Profit Factor,Gain to Pain Ratio,Tail Ratio,Kelly Criterion,Best Day (%),Worst Day (%),Skewness,Kurtosis
BTCUSDT,BTCUSDT,0.24,141.6,0.001,0.01,10024.01,1.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0,0.0,0.24,0.0,16.941,287.0
