,Symbol,Total Return (%),CAGR (%),Expected Return (%),Volatility (%),Final Equity,Sharpe Ratio,Max Drawdown (%),Ulcer Index,Sortino Ratio,Calmar Ratio,Recovery Factor,VaR (95%) (%),CVaR (95%) (%),Win Rate (%),Profit Factor,Gain to Pain Ratio,Tail Ratio,Kelly Criterion,Best Day (%),Worst Day (%),Skewness,Kurtosis
BTCUSDT,BTCUSDT,0.56,40.44,0.08,0.23,10055.94,6.749,0.03,0.0002,242.423,1381.243,19.11,0.0,0.0,14.29,17.735,16.735,37.034,0.157,0.59,-0.01,2.644,6.993
