,timestamp,symbol,type,side,contracts,price,notional,leverage,margin,fee,pnl,rate,payment
0,2025-01-20T00:01:00+00:00,BTCUSDT,open,sell,0.09914408907898116,100863.3,10000.0,10.0,1000.0,4.0,,,
1,2025-01-20T06:36:00+00:00,BTCUSDT,close,buy,0.09914408907898116,102921.0,10204.00879209782,10.0,1000.0,4.081603516839128,-204.00879209781925,,
2,2025-01-20T06:36:00+00:00,BTCUSDT,open,buy,0.09716190087542872,102921.0,10000.0,10.0,1000.0,4.0,,,
3,2025-01-20T06:52:00+00:00,BTCUSDT,close,sell,0.09716190087542872,107456.4,10440.668085230418,10.0,1000.0,4.176267234092167,440.66808523041885,,
4,2025-01-20T06:57:00+00:00,BTCUSDT,open,sell,0.09285930515239141,107689.8,10000.0,10.0,1000.0,4.0,,,
5,2025-01-20T16:00:00+00:00,BTCUSDT,funding,,,,9778.67913209979,,,,,0.0001,-0.9778679132099791
6,2025-01-20T17:05:00+00:00,BTCUSDT,close,buy,0.09285930515239141,103139.8,9577.49016155662,10.0,1000.0,3.830996064622648,422.5098384433809,,
7,2025-01-20T17:08:00+00:00,BTCUSDT,open,buy,0.0962264786401274,103921.5,10000.0,10.0,1000.0,4.0,,,
8,2025-01-20T17:39:00+00:00,BTCUSDT,close,sell,0.0962264786401274,101571.7,9773.887020491427,10.0,1000.0,3.909554808196571,-226.11297950857164,,
9,2025-01-20T17:43:00+00:00,BTCUSDT,open,buy,0.09796199858151027,102080.4,10000.0,10.0,1000.0,4.0,,,
10,2025-01-21T00:00:00+00:00,BTCUSDT,funding,,,,10024.333760447647,,,,,0.0001,1.0024333760447648
11,2025-01-21T08:00:00+00:00,BTCUSDT,funding,,,,9980.789652078167,,,,,0.0001,0.9980789652078167
12,2025-01-21T16:00:00+00:00,BTCUSDT,funding,,,,10174.960129466577,,,,,0.0001,1.0174960129466577
13,2025-01-21T16:15:00+00:00,BTCUSDT,close,sell,0.09796199858151027,106186.1,10402.202577576109,10.0,1000.0,4.160881031030444,402.20257757610784,,
14,2025-01-21T16:17:00+00:00,BTCUSDT,open,sell,0.09419016240267802,106168.2,10000.0,10.0,1000.0,4.0,,,
15,2025-01-22T00:00:00+00:00,BTCUSDT,funding,,,,9994.941988278977,,,,,0.0001,-0.9994941988278978
16,2025-01-22T08:00:00+00:00,BTCUSDT,funding,,,,9905.207020557946,,,,,0.0001,-0.9905207020557946
17,2025-01-22T16:00:00+00:00,BTCUSDT,funding,,,,9791.208667001985,,,,,0.0001,-0.9791208667001986
18,2025-01-23T04:19:00+00:00,BTCUSDT,close,buy,0.09419016240267802,101916.6,9599.541105528775,10.0,1000.0,3.83981644221151,400.45889447122505,,
19,2025-01-23T04:26:00+00:00,BTCUSDT,open,buy,0.09806613580198485,101972.0,10000.0,10.0,1000.0,4.0,,,
20,2025-01-23T08:00:00+00:00,BTCUSDT,funding,,,,10057.201977013297,,,,,0.0001,1.0057201977013297
21,2025-01-23T16:00:00+00:00,BTCUSDT,funding,,,,10317.24394931942,,,,,8.616e-05,0.8889337386733612
22,2025-01-23T16:11:00+00:00,BTCUSDT,close,sell,0.09806613580198485,106251.5,10419.674028164594,10.0,1000.0,4.1678696112658375,419.6740281645942,,
23,2025-01-23T16:17:00+00:00,BTCUSDT,open,sell,0.09414006346923079,106224.7,10000.0,10.0,1000.0,4.0,,,
24,2025-01-24T00:00:00+00:00,BTCUSDT,funding,,,,9772.76471479797,,,,,3.34e-06,-0.03264103414742522
25,2025-01-24T08:00:00+00:00,BTCUSDT,funding,,,,9893.819422413055,,,,,7.537e-05,-0.745697169867272
26,2025-01-24T16:00:00+00:00,BTCUSDT,funding,,,,9963.021783069285,,,,,9.54e-05,-0.9504722781048098
27,2025-01-25T00:00:00+00:00,BTCUSDT,funding,,,,9851.842368112124,,,,,5.702e-05,-0.5617520518297533
28,2025-01-25T08:00:00+00:00,BTCUSDT,funding,,,,9816.831678507917,,,,,8.495e-05,-0.8339398510892476
29,2025-01-26T00:00:00+00:00,BTCUSDT,funding,,,,9862.71554544282,,,,,8.363e-05,-0.8248189010653829
30,2025-01-26T08:00:00+00:00,BTCUSDT,funding,,,,9881.600042174749,,,,,0.0001,-0.9881600042174749
31,2025-01-26T16:00:00+00:00,BTCUSDT,funding,,,,9879.905521032302,,,,,8.443e-05,-0.8341604231407573
32,2025-01-27T00:00:00+00:00,BTCUSDT,funding,,,,9648.207996821831,,,,,9.084e-05,-0.8764432144312952
33,2025-01-27T00:47:00+00:00,BTCUSDT,close,buy,0.09414006346923079,101970.9,9599.546998014584,10.0,1000.0,3.839818799205834,400.45300198541423,,
34,2025-01-27T00:50:00+00:00,BTCUSDT,open,buy,0.0980639239494657,101974.3,10000.0,10.0,1000.0,4.0,,,
35,2025-01-27T05:50:00+00:00,BTCUSDT,close,sell,0.0980639239494657,99848.6,9791.54551686062,10.0,1000.0,3.9166182067442485,-208.45448313937894,,
36,2025-01-27T05:53:00+00:00,BTCUSDT,open,buy,0.10019297166342377,99807.4,10000.0,10.0,1000.0,4.0,,,
37,2025-01-27T07:29:00+00:00,BTCUSDT,close,sell,0.10019297166342377,97750.8,9793.943134477004,10.0,1000.0,3.917577253790802,-206.05686552299645,,
38,2025-01-27T07:31:00+00:00,BTCUSDT,open,buy,0.10178054892285644,98250.6,10000.0,10.0,1000.0,4.0,,,
39,2025-01-27T08:00:00+00:00,BTCUSDT,funding,,,,10076.437192241065,,,,,3.712e-05,0.3740373485759883
40,2025-01-27T16:00:00+00:00,BTCUSDT,funding,,,,10279.835441208501,,,,,9.8e-07,0.01007423873238433
41,2025-01-27T21:09:00+00:00,BTCUSDT,close,sell,0.10178054892285644,102200.6,10402.033168245283,10.0,1000.0,4.1608132672981135,402.0331682452829,,
42,2025-01-27T21:12:00+00:00,BTCUSDT,open,sell,0.09792564114365397,102118.3,10000.0,10.0,1000.0,4.0,,,
43,2025-01-28T00:00:00+00:00,BTCUSDT,funding,,,,9990.246606142091,,,,,0.0001,-0.9990246606142091
44,2025-01-28T08:00:00+00:00,BTCUSDT,funding,,,,10058.246171352246,,,,,3.714e-05,-0.3735632628040224
45,2025-01-28T16:00:00+00:00,BTCUSDT,funding,,,,10070.251854956456,,,,,9.848e-05,-0.9917184026761118
46,2025-01-29T00:00:00+00:00,BTCUSDT,funding,,,,9924.460160421784,,,,,0.0001,-0.9924460160421784
47,2025-01-29T08:00:00+00:00,BTCUSDT,funding,,,,10059.303768276595,,,,,0.0001,-1.0059303768276595
48,2025-01-29T16:00:00+00:00,BTCUSDT,funding,,,,9980.081924591379,,,,,9.949e-05,-0.9929183506775963
49,2025-01-29T20:25:00+00:00,BTCUSDT,close,buy,0.09792564114365397,104364.5,10219.960575136874,10.0,1000.0,4.08798423005475,-219.96057513687526,,
50,2025-01-29T20:28:00+00:00,BTCUSDT,open,sell,0.09583133684714902,104350.0,10000.0,10.0,1000.0,4.0,,,
51,2025-01-30T00:00:00+00:00,BTCUSDT,funding,,,,9943.19118351701,,,,,7.59e-05,-0.7546882108289411
52,2025-01-30T08:00:00+00:00,BTCUSDT,funding,,,,10083.488260661235,,,,,0.0001,-1.0083488260661235
53,2025-01-30T16:00:00+00:00,BTCUSDT,funding,,,,10122.319118351701,,,,,9.499e-05,-0.961519093052228
54,2025-01-31T00:00:00+00:00,BTCUSDT,funding,,,,10035.639674173455,,,,,1.225e-05,-0.12293658600862482
55,2025-01-31T08:00:00+00:00,BTCUSDT,funding,,,,9984.89698131289,,,,,0.0001,-0.9984896981312891
56,2025-01-31T16:00:00+00:00,BTCUSDT,funding,,,,10104.609487302348,,,,,0.0001,-1.010460948730235
57,2025-02-01T00:00:00+00:00,BTCUSDT,funding,,,,9801.102060373743,,,,,8.098e-05,-0.7936932448490658
58,2025-02-01T08:00:00+00:00,BTCUSDT,funding,,,,9787.59942501198,,,,,5.369e-05,-0.5254962131288933
59,2025-02-01T16:00:00+00:00,BTCUSDT,funding,,,,9775.91758505031,,,,,5.968e-05,-0.5834267614758025
60,2025-02-02T03:09:00+00:00,BTCUSDT,close,buy,0.09583133684714902,100103.3,9593.033061811213,10.0,1000.0,3.8372132247244854,406.9669381887875,,
61,2025-02-02T03:18:00+00:00,BTCUSDT,open,buy,0.1002458027082406,99754.8,10000.0,10.0,1000.0,4.0,,,
62,2025-02-02T08:00:00+00:00,BTCUSDT,funding,,,,9980.472117632435,,,,,3.38e-05,0.3373399575759763
63,2025-02-02T16:00:00+00:00,BTCUSDT,funding,,,,9953.89695533448,,,,,-8.61e-06,-0.08570305278542988
64,2025-02-02T17:24:00+00:00,BTCUSDT,close,sell,0.1002458027082406,97692.5,9793.263081074794,10.0,1000.0,3.917305232429918,-206.7369189252049,,
65,2025-02-02T17:24:00+00:00,BTCUSDT,open,sell,0.1023620032244031,97692.5,10000.0,10.0,1000.0,4.0,,,
66,2025-02-03T00:00:00+00:00,BTCUSDT,funding,,,,10000.75747882386,,,,,0.0001,-1.000075747882386
67,2025-02-03T01:45:00+00:00,BTCUSDT,close,buy,0.1023620032244031,93612.0,9582.311845842823,10.0,1000.0,3.8329247383371294,417.6881541571768,,
68,2025-02-03T01:50:00+00:00,BTCUSDT,open,buy,0.10680337498664957,93630.0,10000.0,10.0,1000.0,4.0,,,
69,2025-02-03T02:07:00+00:00,BTCUSDT,close,sell,0.10680337498664957,91190.6,9739.463847057566,10.0,1000.0,3.8957855388230267,-260.53615294243235,,
