timestamp,symbol,type,side,contracts,price,notional,leverage,margin,fee,pnl
2025-06-20T16:25:00+00:00,ETHUSDT,open,buy,4.025262547749677,2484.31,10000.0,10,1000.0,4.0,
2025-06-20T16:25:00+00:00,BNBUSDT,open,buy,9.309253397877491,644.52,6000.0,10,600.0,2.4,
2025-06-20T16:30:00+00:00,BTCUSDT,open,sell,0.09606138706879244,104100.1,10000.0,10,1000.0,4.0,
2025-06-20T16:35:00+00:00,SOLUSDT,open,buy,42.137790575180844,142.39,6000.0,10,600.0,2.4,
2025-06-20T16:40:00+00:00,XRPUSDT,open,buy,2824.3268687629447,2.1244,6000.0,10,600.0,2.4,
2025-06-20T17:20:00+00:00,ETHUSDT,close,sell,4.025262547749677,2425.92,9764.964919836897,10,1000.0,3.905985967934759,-235.03508016310315
2025-06-20T17:20:00+00:00,SOLUSDT,close,sell,42.137790575180844,137.36,5788.046913406842,10,600.0,2.315218765362737,-211.9530865931585
2025-06-20T17:40:00+00:00,SOLUSDT,open,buy,43.52241404323226,137.86,6000.0,10,600.0,2.4,
2025-06-20T17:45:00+00:00,ETHUSDT,open,buy,4.145558862790293,2412.22,10000.0,10,1000.0,4.0,
2025-06-21T18:15:00+00:00,BNBUSDT,close,sell,9.309253397877491,631.56,5879.352075963508,10,600.0,2.351740830385403,-120.64792403649263
2025-06-21T18:15:00+00:00,BNBUSDT,open,sell,9.500285008550257,631.56,6000.0,10,600.0,2.4,
2025-06-21T19:30:00+00:00,XRPUSDT,close,sell,2824.3268687629447,2.0783,5869.7985313500285,10,600.0,2.3479194125400116,-130.20146864997184
2025-06-21T20:10:00+00:00,XRPUSDT,open,buy,2889.8950004816493,2.0762,6000.0,10,600.0,2.4,
2025-06-21T21:20:00+00:00,SOLUSDT,close,sell,43.52241404323226,135.1,5879.878137240678,10,600.0,2.3519512548962713,-120.12186275932189
2025-06-21T21:20:00+00:00,ETHUSDT,close,sell,4.145558862790293,2303.2,9548.051172778602,10,1000.0,3.819220469111441,-451.94882722139766
2025-06-21T21:30:00+00:00,XRPUSDT,close,sell,2889.8950004816493,2.0262,5855.505249975917,10,600.0,2.342202099990367,-144.49475002408323
2025-06-21T21:40:00+00:00,XRPUSDT,open,buy,2928.6864841118754,2.0487,6000.0,10,600.0,2.4,
2025-06-21T21:45:00+00:00,ETHUSDT,open,buy,4.3482609130478265,2299.77,10000.0,10,1000.0,4.0,
2025-06-21T21:45:00+00:00,SOLUSDT,open,buy,44.88330341113106,133.68,6000.0,10,600.0,2.4,
2025-06-21T23:30:00+00:00,ETHUSDT,close,sell,4.3482609130478265,2230.0,9696.621836096652,10,1000.0,3.878648734438661,-303.3781639033468
2025-06-21T23:45:00+00:00,ETHUSDT,open,buy,4.360870778677087,2293.12,10000.0,10,1000.0,4.0,
2025-06-22T09:50:00+00:00,ETHUSDT,close,sell,4.360870778677087,2246.79,9797.960856823891,10,1000.0,3.9191843427295567,-202.0391431761091
2025-06-22T10:05:00+00:00,ETHUSDT,open,buy,4.4416018192801054,2251.44,10000.0,10,1000.0,4.0,
2025-06-22T12:30:00+00:00,XRPUSDT,close,sell,2928.6864841118754,2.0066,5876.70229901889,10,600.0,2.350680919607556,-123.29770098111003
2025-06-22T12:45:00+00:00,XRPUSDT,open,buy,2990.1325625436057,2.0066,6000.0,10,600.0,2.4,
2025-06-22T13:15:00+00:00,SOLUSDT,close,sell,44.88330341113106,130.86,5873.429084380611,10,600.0,2.3493716337522446,-126.57091561938928
2025-06-22T13:25:00+00:00,ETHUSDT,close,sell,4.4416018192801054,2194.81,9748.472088974167,10,1000.0,3.8993888355896673,-251.52791102583285
2025-06-22T13:25:00+00:00,XRPUSDT,close,sell,2990.1325625436057,1.9581,5854.978570716634,10,600.0,2.341991428286654,-145.0214292833655
