,Symbol,Total Return (%),CAGR (%),Expected Return (%),Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Ulcer Index,Recovery Factor,VaR (95%) (%),CVaR (95%) (%),Win Rate (%),Profit Factor,Gain to Pain Ratio,Tail Ratio,Kelly Criterion,Best Day (%),Worst Day (%),Skewness,Kurtosis,Final Equity
BTCUSDT,BTCUSDT,0.27,170.37,0.001,0.32,1.061,18.372,10247.873,0.02,0.0002,16.29,-0.03,-0.03,50.0,17.291,16.291,,0.471,0.29,-0.02,16.853,285.074,10027.08
