timestamp,symbol,type,side,contracts,price,notional,leverage,margin,fee,rate,payment,pnl
2024-01-01T00:00:00+00:00,BTCUSDT,open,buy,0.23564286909331694,42437.1,10000.0,10.0,1000.0,4.0,,,
2024-01-01T00:00:00+00:00,BTCUSDT,funding,,,,10000.0,,,,0.00037409,3.7409,
2024-01-01T08:00:00+00:00,BTCUSDT,funding,,,,10013.620157833595,,,,0.00027213,2.725006453551256,
2024-01-01T16:00:00+00:00,BTCUSDT,funding,,,,10085.561925767783,,,,0.00033601,3.388849662677232,
2024-01-01T23:35:00+00:00,BTCUSDT,close,sell,0.23564286909331694,44172.0,10408.816813589996,10.0,1000.0,4.163526725435998,,,408.8168135899959
2024-01-02T00:30:00+00:00,BTCUSDT,open,sell,0.2235905966738663,44724.6,10000.0,10.0,1000.0,4.0,,,
2024-01-02T08:00:00+00:00,BTCUSDT,funding,,,,10166.977457596044,,,,0.00035179,-3.576640999807712,
2024-01-02T08:10:00+00:00,BTCUSDT,close,buy,0.2235905966738663,45699.5,10217.978472697352,10.0,1000.0,4.087191389078941,,,-217.97847269735257
2024-01-02T08:10:00+00:00,BTCUSDT,open,buy,0.2188207748443637,45699.5,10000.0,10.0,1000.0,4.0,,,
2024-01-02T16:00:00+00:00,BTCUSDT,funding,,,,9910.239718158842,,,,0.0005373,5.3247718005667455,
2024-01-02T21:05:00+00:00,BTCUSDT,close,sell,0.2188207748443637,44717.8,9785.183645335288,10.0,1000.0,3.9140734581341152,,,-214.8163546647112
2024-01-02T21:15:00+00:00,BTCUSDT,open,buy,0.22234574763757642,44975.0,10000.0,10.0,1000.0,4.0,,,
2024-01-03T00:00:00+00:00,BTCUSDT,funding,,,,10003.02390216787,,,,0.00021159,2.1165398274596994,
2024-01-03T08:00:00+00:00,BTCUSDT,funding,,,,10021.36742634797,,,,0.00017123,1.7159587444135629,
2024-01-03T11:55:00+00:00,BTCUSDT,close,sell,0.22234574763757642,43728.9,9722.934963868816,10.0,1000.0,3.8891739855475267,,,-277.06503613118366
2024-01-03T12:15:00+00:00,BTCUSDT,open,buy,0.23761378730239444,42085.1,10000.0,10.0,1000.0,4.0,,,
2024-01-03T16:00:00+00:00,BTCUSDT,funding,,,,10332.516733950972,,,,0.0001,1.0332516733950972,
2024-01-04T00:00:00+00:00,BTCUSDT,funding,,,,10177.640067387269,,,,0.0001,1.0177640067387268,
2024-01-04T08:00:00+00:00,BTCUSDT,funding,,,,10188.68910849683,,,,0.0001,1.0188689108496831,
2024-01-04T15:10:00+00:00,BTCUSDT,close,sell,0.23761378730239444,43821.9,10412.687625786799,10.0,1000.0,4.165075050314719,,,412.68762578679934
2024-01-04T15:45:00+00:00,BTCUSDT,open,sell,0.22704516609489125,44044.1,10000.0,10.0,1000.0,4.0,,,
2024-01-04T16:00:00+00:00,BTCUSDT,funding,,,,9990.214353341311,,,,0.0001,-0.9990214353341311,
2024-01-05T08:00:00+00:00,BTCUSDT,funding,,,,9949.300814411012,,,,0.0001,-0.9949300814411012,
2024-01-05T16:00:00+00:00,BTCUSDT,funding,,,,9884.888100789889,,,,0.0001,-0.9884888100789889,
2024-01-06T00:00:00+00:00,BTCUSDT,funding,,,,10019.957270099741,,,,0.0001,-1.0019957270099742,
2024-01-06T08:00:00+00:00,BTCUSDT,funding,,,,9899.873081752152,,,,0.0001,-0.9899873081752152,
2024-01-06T16:00:00+00:00,BTCUSDT,funding,,,,9962.196979845201,,,,0.0001,-0.9962196979845201,
2024-01-07T00:00:00+00:00,BTCUSDT,funding,,,,9980.678456365325,,,,0.0001,-0.9980678456365326,
2024-01-08T00:00:00+00:00,BTCUSDT,funding,,,,9972.91351168488,,,,0.0001,-0.997291351168488,
2024-01-08T08:00:00+00:00,BTCUSDT,funding,,,,9980.51952474906,,,,0.0001,-0.998051952474906,
2024-01-08T12:00:00+00:00,BTCUSDT,close,buy,0.22704516609489125,44963.0,10208.631803124596,10.0,1000.0,4.083452721249839,,,-208.6318031245959
2024-01-08T12:20:00+00:00,BTCUSDT,open,sell,0.22301566238996964,44839.9,10000.0,10.0,1000.0,4.0,,,
2024-01-08T16:00:00+00:00,BTCUSDT,funding,,,,10053.010822950095,,,,0.0001,-1.0053010822950095,
2024-01-08T18:00:00+00:00,BTCUSDT,close,buy,0.22301566238996964,45987.4,10255.91047259249,10.0,1000.0,4.102364189036996,,,-255.91047259249015
2024-01-08T18:15:00+00:00,BTCUSDT,open,sell,0.21786967036318874,45899.0,10000.0,10.0,1000.0,4.0,,,
2024-01-08T18:40:00+00:00,BTCUSDT,close,buy,0.21786967036318874,46960.2,10231.203294189416,10.0,1000.0,4.092481317675767,,,-231.20329418941526
2024-01-08T18:50:00+00:00,BTCUSDT,open,sell,0.2140484263159697,46718.4,10000.0,10.0,1000.0,4.0,,,
2024-01-09T08:00:00+00:00,BTCUSDT,funding,,,,10010.103085722112,,,,0.0001,-1.0010103085722113,
2024-01-09T16:00:00+00:00,BTCUSDT,funding,,,,10029.003561765814,,,,0.0001,-1.0029003561765815,
2024-01-09T21:10:00+00:00,BTCUSDT,close,buy,0.2140484263159697,47983.8,10270.856878660228,10.0,1000.0,4.108342751464091,,,-270.8568786602284
2024-01-09T21:20:00+00:00,BTCUSDT,open,sell,0.2168256721595837,46120.0,10000.0,10.0,1000.0,4.0,,,
2024-01-10T00:00:00+00:00,BTCUSDT,funding,,,,9991.457068516913,,,,0.0001,-0.9991457068516914,
2024-01-10T08:00:00+00:00,BTCUSDT,funding,,,,9928.143972246315,,,,0.0001,-0.9928143972246315,
2024-01-10T16:00:00+00:00,BTCUSDT,funding,,,,9829.87857762359,,,,0.0001,-0.9829878577623591,
