timestamp,symbol,type,side,contracts,price,notional,leverage,margin,fee,pnl
2025-07-17T16:45:00+00:00,BNBUSDT,open,buy,8.396188130588712,714.61,5999.999999999999,10,599.9999999999999,2.4,
2025-07-17T16:55:00+00:00,BTCUSDT,open,buy,0.08435238038199819,118550.3,10000.0,10,1000.0,4.0,
2025-07-17T16:55:00+00:00,ETHUSDT,open,sell,2.945863859847581,3394.59,10000.0,10,1000.0,4.0,
2025-07-17T17:20:00+00:00,SOLUSDT,open,sell,34.706154558074964,172.88,6000.0,10,600.0,2.4,
2025-07-17T17:35:00+00:00,XRPUSDT,open,sell,1833.292593497922,3.2728,6000.0,10,600.0,2.4,
2025-07-17T18:45:00+00:00,XRPUSDT,close,buy,1833.292593497922,3.3445,6131.447078953801,10,600.0,2.4525788315815205,-131.4470789538008
2025-07-17T19:10:00+00:00,XRPUSDT,open,sell,1785.3423393935786,3.3607,6000.0,10,600.0,2.4,
2025-07-17T21:05:00+00:00,XRPUSDT,close,buy,1785.3423393935786,3.4543,6167.108042967238,10,600.0,2.4668432171868955,-167.1080429672388
2025-07-17T21:10:00+00:00,ETHUSDT,close,buy,2.945863859847581,3484.57,10265.068830109085,10,1000.0,4.106027532043634,-265.06883010908535
2025-07-17T21:25:00+00:00,ETHUSDT,open,sell,2.873051352919882,3480.62,10000.0,10,1000.0,4.0,
2025-07-17T21:30:00+00:00,XRPUSDT,open,sell,1736.7644079080674,3.4547,6000.0,10,600.0,2.4,
2025-07-17T22:05:00+00:00,SOLUSDT,close,buy,34.706154558074964,176.38,6121.471540953262,10,600.0,2.4485886163813047,-121.47154095326238
2025-07-17T22:05:00+00:00,SOLUSDT,open,buy,34.01746229731262,176.38,6000.0,10,600.0,2.4,
2025-07-17T23:05:00+00:00,XRPUSDT,close,buy,1736.7644079080674,3.5251,6122.2682143167285,10,600.0,2.4489072857266914,-122.26821431672836
2025-07-17T23:30:00+00:00,XRPUSDT,open,sell,1701.7897155174858,3.5257,6000.0,10,600.0,2.4,
2025-07-18T00:40:00+00:00,XRPUSDT,close,buy,1701.7897155174858,3.6166,6154.692685140539,10,600.0,2.4618770740562157,-154.69268514053942
2025-07-18T01:05:00+00:00,XRPUSDT,open,sell,1648.6233994614497,3.6394,6000.0,10,600.0,2.4,
2025-07-18T01:10:00+00:00,ETHUSDT,close,buy,2.873051352919882,3575.19,10271.704466445633,10,1000.0,4.108681786578254,-271.7044664456337
2025-07-18T01:25:00+00:00,ETHUSDT,open,sell,2.795310586959317,3577.42,10000.0,10,1000.0,4.0,
2025-07-18T04:50:00+00:00,BNBUSDT,close,sell,8.396188130588712,743.77,6244.832845887966,10,599.9999999999999,2.4979331383551866,244.83284588796656
2025-07-18T05:05:00+00:00,SOLUSDT,close,sell,34.01746229731262,183.56,6244.245379294704,10,600.0,2.497698151717882,244.24537929470483
2025-07-18T05:05:00+00:00,BNBUSDT,open,sell,8.052826542116282,745.08,6000.0,10,600.0,2.4,
2025-07-18T05:05:00+00:00,SOLUSDT,open,buy,32.686859882327305,183.56,6000.0,10,600.0,2.4,
2025-07-18T05:35:00+00:00,ETHUSDT,close,buy,2.795310586959317,3651.61,10207.384092446511,10,1000.0,4.082953636978605,-207.3840924465119
2025-07-18T06:05:00+00:00,ETHUSDT,open,sell,2.743258442377856,3645.3,10000.0,10,1000.0,4.0,
2025-07-18T07:50:00+00:00,XRPUSDT,close,buy,1648.6233994614497,3.4769,5732.098697587515,10,600.0,2.292839479035006,267.90130241248573
2025-07-18T07:50:00+00:00,XRPUSDT,open,sell,1725.675170410423,3.4769,6000.0,10,600.0,2.4,
2025-07-18T08:35:00+00:00,SOLUSDT,close,sell,32.686859882327305,179.78,5876.443669644803,10,600.0,2.350577467857921,-123.55633035519725
2025-07-18T09:00:00+00:00,SOLUSDT,open,sell,33.48401138456387,179.19,6000.0,10,600.0,2.4,
2025-07-18T13:05:00+00:00,BNBUSDT,close,buy,8.052826542116282,761.77,6134.40167498792,10,600.0,2.453760669995168,-134.40167498792027
2025-07-18T13:20:00+00:00,BNBUSDT,open,sell,7.888405358856707,760.61,6000.0,10,600.0,2.4,
2025-07-18T20:00:00+00:00,BNBUSDT,close,buy,7.888405358856707,728.54,5747.018840141464,10,600.0,2.298807536056586,252.98115985853497
2025-07-18T20:00:00+00:00,BNBUSDT,open,sell,8.235649380953689,728.54,6000.0,10,600.0,2.4,
2025-07-18T20:25:00+00:00,ETHUSDT,close,buy,2.743258442377856,3492.26,9580.171727978492,10,1000.0,3.832068691191397,419.828272021507
2025-07-18T20:40:00+00:00,ETHUSDT,open,buy,2.856906142062515,3500.29,10000.0,10,1000.0,4.0,
2025-07-20T03:30:00+00:00,BNBUSDT,close,buy,8.235649380953689,743.85,6126.087792022401,10,600.0,2.4504351168089604,-126.08779202240146
2025-07-20T03:30:00+00:00,ETHUSDT,close,sell,2.856906142062515,3652.8,10435.706755725956,10,1000.0,4.174282702290383,435.7067557259548
2025-07-20T03:45:00+00:00,BNBUSDT,open,sell,8.059749610445435,744.44,6000.0,10,600.0,2.4,
2025-07-20T03:50:00+00:00,ETHUSDT,open,sell,2.731016702898155,3661.64,10000.0,10,1000.0,4.0,
2025-07-20T11:45:00+00:00,ETHUSDT,close,buy,2.731016702898155,3760.0,10268.622802897064,10,1000.0,4.107449121158826,-268.6228028970629
2025-07-20T12:00:00+00:00,ETHUSDT,open,sell,2.6654441162986577,3751.72,10000.0,10,1000.0,4.0,
2025-07-20T13:50:00+00:00,SOLUSDT,close,buy,33.48401138456387,182.97,6126.569563033651,10,600.0,2.4506278252134606,-126.56956303365148
2025-07-20T14:05:00+00:00,SOLUSDT,open,sell,32.91458664764935,182.29,6000.0,10,600.0,2.4,
2025-07-20T16:40:00+00:00,BTCUSDT,close,sell,0.08435238038199819,118750.8,10016.91265226659,10,1000.0,4.006765060906636,16.912652266590637
2025-07-20T16:40:00+00:00,XRPUSDT,close,buy,1725.675170410423,3.5366,6103.022807673502,10,600.0,2.441209123069401,-103.02280767350203
2025-07-20T16:40:00+00:00,BNBUSDT,close,buy,8.059749610445435,756.45,6096.797592821449,10,600.0,2.4387190371285796,-96.7975928214496
2025-07-20T16:40:00+00:00,ETHUSDT,close,buy,2.6654441162986577,3813.32,10164.191357563997,10,1000.0,4.065676543025599,-164.19135756399828
2025-07-20T16:40:00+00:00,SOLUSDT,close,buy,32.91458664764935,183.08,6026.002523451643,10,600.0,2.4104010093806574,-26.00252345164366
