,Symbol,Total Return (%),CAGR (%),Expected Return (%),Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Ulcer Index,Recovery Factor,VaR (95%) (%),CVaR (95%) (%),Win Rate (%),Profit Factor,Gain to Pain Ratio,Tail Ratio,Kelly Criterion,Best Day (%),Worst Day (%),Skewness,Kurtosis,Final Equity
BTCUSDT,BTCUSDT,-0.5,-83.99,-0.002,0.54,-1.166,-1.166,-169.044,0.5,0.0003,1.0,-0.05,-0.48,0.0,0.0,-1.0,,,0.0,-0.48,-16.911,286.306,9950.31
